1,2016,8,19,13,12,"Today, I felt that I’m nothing. Compared to others, I’m just a nobody. I’m a mere tool for their convenience. My opinions are not valued nor considered. I felt so sad today that I cried when the sad music was played. However, after talking to my friend, some sadness was released. However, since I was a child, I hold grudges, unknowingly I carry it up to today. Not knowing what to do, I just go with the flow. #SuperLost #SadMusic #Notmyday",0,0,0,0,0,0
2,2016,8,20,11,32,"Today, I was so tired. I went home. Thankfully, my dad went to pick me up. Listening to old songs in the car was so much fun. I think it was one of my favorite bonding time with my dad. :smiling_face_with_open_mouth: #SuperFun #IllAlwaysRemember #DadAndMe",0,0,0,0,0,0
3,2016,8,21,11,50,"Today, I cried a lot. My mom told me that I have an attitude problem. I felt sad. I was always depressed to the thought that all my opinions don’t matter. I have a wall that no one can go through. My mom told me to change , for me to understand others. In that way, I can fully accept a person in the future. :sad_face: #Cried",0,0,0,0,0,0
4,2016,8,22,15,40,"Today, was kinda tiring. I was disappointed with some people because of their actions. They don’t know how to respect others :disappointed_face:",0,0,0,0,0,0
5,2016,8,23,22,31,"Today, I felt bitter. I greeted my friend late for her birthday. I was still contemplating whether to greet her since she didn’t greet me either last month. But then she purposely told other people who didn’t greet her are kind of… Regretting, I still greeted her in our chatroom. I never got a reply, I was seen zoned. Why does my kindness never go back on me! I’m so tired of being good and understanding! T_T T_T #Why?? #ImsoPissed",0,0,0,0,0,0
6,2016,8,24,23,45,"Today, it was tiring. I was so sleepy I cannot concentrate on my lesson. I shouldn’t have stayed late yesterday night. :pensive_face: #SleepIsAllINeed Sleep is love. We should all be sleeping properly. I hope I can do that always.",0,0,0,0,0,0
7,2016,8,25,23,48,"Today, I laughed out loud. My classmates are super funny. They keep joking during our break. When I went back to my dorm, my roommates created a tour video inside our tiny room. Today was super funny. I hope to laugh only in the next days. Amen! :smiling_face_with_open_mouth: #HeyHeyHey #FunFunFun",0,0,0,0,0,0
8,2016,8,26,8,34,"Today was a stressful day. I was very confused from all the lectures we had. I felt gloomy until I watched my favorite show. Indeed, me time is a happy time. :smiling_face: #ILoveMeTime",0,0,0,0,0,0
9,2016,8,27,16,56,"Today, I was so relieved that it’s Saturday. My friends and I was so hyper we even chased our professor. :smiling_face: We were all inside the elevator. Our professor has this rule that whoever comes  late after him would be considered late in his class.",0,0,0,0,0,0
10,2016,8,28,16,59,"My aunt celebrated her birthday today since it’s a long time we all gathered in one place. It’s nice to see all of them, it brings joy and peace within me. #Family",0,0,0,0,0,0
11,2016,8,29,17,2,"Today was rest day. :smiling_face_with_open_mouth: I finally got to sleep for a very long time. I was quite on the verge of crying since my sister is sick. :sad_face: I will be forced to go to our dorm earlier as planned. But then as an older sibling, it’s my job #Duties",0,0,0,0,0,0
12,2016,8,30,17,4,I woke up late today. I studied late and still wasn’t able to finish. I’m sick. :sad_face: I think I got it from my sister. :sad_face: #Fluvirus I hate it when I have flu. I should’ve been more careful than anyone.,0,0,0,0,0,0
13,2016,9,7,1,47,Bobby released a music video today!!! :smiling_face_with_heart_shaped_eyes: :smiling_face_with_heart_shaped_eyes: :smiling_face_with_heart_shaped_eyes: His mv was lit :smiling_face_with_smiling_eyes: :smiling_face_with_smiling_eyes: :smiling_face_with_smiling_eyes: the background was making me dizzy because of the familiar codes though :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: #Bobby #iKON #Holup #MOBB,0,0,0,0,0,0
14,2016,9,7,1,50,Wow!!! Donghae and Siwon recorded a music video while having police duties :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: I miss super junior :crying_face: :crying_face:  :crying_face:  :crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: #SuperJunior #WatchOut,0,0,0,0,0,0
15,2016,9,7,13,54,"I was super sleepy during our class. We have a three  hour lecture but on the third hour, my professor words were just entering yet leaving my ears hahaha  :loudly_crying_face:  #sleepyday",0,0,0,0,0,0
16,2016,9,8,13,55,Today is my favorite day. Our class is just for 3 hours plus 1 hour break. Super lazy today hehe #FeelingLight #MyDay,0,0,0,0,0,0
17,2016,9,8,22,51,"Listening to music while reviewing. But not really reviewing because I’m just singing along with the music. OPM, Kpop, English songs. Whatever song comes on; I just sing along. Not even reviewing. :face_with_tears_of_joy: #ICS132",0,0,0,0,0,0
